ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2451821,29187,2451847,10915,1204,1306794,31,21268,98174,259742,6132,42569,17,19,8,1,244,10,55,45.57,83.84,66.23,968.55,3642.65,2506.35,4611.2,218.55,0,1383.25,3642.65,3861.2,5025.9,5244.45,1136.3
2451821,29187,2451844,2450,1204,1306794,31,21268,98174,259742,6132,42569,41,17,14,2,190,10,70,34.71,71.5,50.05,1501.5,3503.5,2429.7,5005,0,0,2051.7,3503.5,3503.5,5555.2,5555.2,1073.8
2451879,60291,2451931,11383,77402,480194,5386,17778,12527,215362,4554,4946,7,13,17,5,60,11,10,28.39,67,7.37,596.3,73.7,283.9,670,1.47,0,180.9,73.7,75.17,254.6,256.07,-210.2
2451879,60291,2451910,5690,77402,480194,5386,17778,12527,215362,4554,4946,59,20,2,3,157,11,87,88.69,201.32,30.19,14888.31,2626.53,7716.03,17514.84,0,0,1050.09,2626.53,2626.53,3676.62,3676.62,-5089.5
2451879,60291,2451965,1729,77402,480194,5386,17778,12527,215362,4554,4946,25,14,13,3,173,11,22,46.33,81.54,44.84,807.4,986.48,1019.26,1793.88,49.32,0,807.18,986.48,1035.8,1793.66,1842.98,-32.78
2451879,60291,2451994,6401,77402,480194,5386,17778,12527,215362,4554,4946,20,2,13,4,148,11,96,79.34,204.69,83.92,11593.92,8056.32,7616.64,19650.24,644.5,0,392.64,8056.32,8700.82,8448.96,9093.46,439.68
2451879,60291,2451956,13879,77402,480194,5386,17778,12527,215362,4554,4946,53,19,13,1,169,11,91,44.37,108.7,61.95,4254.25,5637.45,4037.67,9891.7,56.37,0,197.47,5637.45,5693.82,5834.92,5891.29,1599.78
2451879,60291,2451998,16559,77402,480194,5386,17778,12527,215362,4554,4946,1,17,4,2,197,11,44,70.93,75.18,10.52,2845.04,462.88,3120.92,3307.92,36.66,4.62,1223.64,458.26,494.92,1681.9,1718.56,-2662.66
2451879,60291,2451900,11587,77402,480194,5386,17778,12527,215362,4554,4946,7,11,18,5,42,11,33,54.7,140.03,137.22,92.73,4528.26,1805.1,4620.99,90.56,0,2079.33,4528.26,4618.82,6607.59,6698.15,2723.16
2451879,60291,2451932,2701,77402,480194,5386,17778,12527,215362,4554,4946,32,29,3,1,286,11,59,25.18,37.01,0.37,2161.76,21.83,1485.62,2183.59,0.74,3.27,567.58,18.56,19.3,586.14,586.88,-1467.06
2451879,60291,2451994,7520,77402,480194,5386,17778,12527,215362,4554,4946,17,23,5,3,28,11,64,5.57,7.07,1.83,335.36,117.12,356.48,452.48,0.82,105.4,153.6,11.72,12.54,165.32,166.14,-344.76
2451879,60291,2451881,8285,77402,480194,5386,17778,12527,215362,4554,4946,8,5,11,4,207,11,44,58.29,112.49,22.49,3960,989.56,2564.76,4949.56,89.06,0,247.28,989.56,1078.62,1236.84,1325.9,-1575.2
2452251,49599,2452303,13601,96115,1463304,93,17729,4676,179354,3343,35332,51,9,17,4,108,12,93,18.56,18.93,3.97,1391.28,369.21,1726.08,1760.49,0,0,704.01,369.21,369.21,1073.22,1073.22,-1356.87
2452251,49599,2452325,10743,96115,1463304,93,17729,4676,179354,3343,35332,43,15,14,2,33,12,60,19.43,22.92,6.41,990.6,384.6,1165.8,1375.2,9.23,76.92,123.6,307.68,316.91,431.28,440.51,-858.12
2452251,49599,2452339,97,96115,1463304,93,17729,4676,179354,3343,35332,5,19,10,2,174,12,16,96.14,256.69,10.26,3942.88,164.16,1538.24,4107.04,0,0,2053.44,164.16,164.16,2217.6,2217.6,-1374.08
2452251,49599,2452294,1747,96115,1463304,93,17729,4676,179354,3343,35332,15,21,17,5,36,12,29,76.54,210.48,134.7,2197.62,3906.3,2219.66,6103.92,156.25,0,365.98,3906.3,4062.55,4272.28,4428.53,1686.64
2452251,49599,2452339,11851,96115,1463304,93,17729,4676,179354,3343,35332,7,5,2,4,293,12,75,77.8,126.03,113.42,945.75,8506.5,5835,9452.25,58.69,2637.01,2646,5869.49,5928.18,8515.49,8574.18,34.49
2452251,49599,2452351,2425,96115,1463304,93,17729,4676,179354,3343,35332,11,13,11,2,153,12,92,47.71,59.16,33.12,2395.68,3047.04,4389.32,5442.72,60.94,0,2012.96,3047.04,3107.98,5060,5120.94,-1342.28
2452251,49599,2452345,10011,96115,1463304,93,17729,4676,179354,3343,35332,29,17,6,5,217,12,30,84.41,243.1,126.41,3500.7,3792.3,2532.3,7293,303.38,0,802.2,3792.3,4095.68,4594.5,4897.88,1260
2452251,49599,2452334,17899,96115,1463304,93,17729,4676,179354,3343,35332,47,7,4,4,131,12,94,93.91,145.56,1.45,13546.34,136.3,8827.54,13682.64,8.17,0,2325.56,136.3,144.47,2461.86,2470.03,-8691.24
2452251,49599,2452253,8655,96115,1463304,93,17729,4676,179354,3343,35332,33,29,13,3,256,12,79,74.37,135.35,102.86,2566.71,8125.94,5875.23,10692.65,162.51,0,1496.26,8125.94,8288.45,9622.2,9784.71,2250.71
2451351,75714,2451471,5839,62682,719464,6293,46322,46110,233980,5162,2391,26,14,9,3,267,13,6,10.4,24.85,12.92,71.58,77.52,62.4,149.1,1.55,0,41.7,77.52,79.07,119.22,120.77,15.12
2451351,75714,2451440,15520,62682,719464,6293,46322,46110,233980,5162,2391,50,7,12,5,178,13,19,34.34,72.11,26.68,863.17,506.92,652.46,1370.09,10.13,0,287.66,506.92,517.05,794.58,804.71,-145.54
2451351,75714,2451422,13735,62682,719464,6293,46322,46110,233980,5162,2391,31,19,1,5,186,13,10,51.43,153.77,59.97,938,599.7,514.3,1537.7,5.99,0,445.9,599.7,605.69,1045.6,1051.59,85.4
2451351,75714,2451373,7954,62682,719464,6293,46322,46110,233980,5162,2391,4,16,18,2,73,13,50,43.85,83.31,4.99,3916,249.5,2192.5,4165.5,7.48,0,999.5,249.5,256.98,1249,1256.48,-1943
2451351,75714,2451445,15424,62682,719464,6293,46322,46110,233980,5162,2391,2,10,13,2,184,13,32,6.05,7.19,3.37,122.24,107.84,193.6,230.08,8.62,0,78.08,107.84,116.46,185.92,194.54,-85.76
2451351,75714,2451426,3235,62682,719464,6293,46322,46110,233980,5162,2391,20,28,9,3,80,13,19,99.99,266.97,248.28,355.11,4717.32,1899.81,5072.43,94.34,0,1115.87,4717.32,4811.66,5833.19,5927.53,2817.51
2451351,75714,2451357,16711,62682,719464,6293,46322,46110,233980,5162,2391,46,20,18,2,69,13,63,21.25,23.16,21.53,102.69,1356.39,1338.75,1459.08,40.69,0,116.55,1356.39,1397.08,1472.94,1513.63,17.64
2451351,75714,2451431,13172,62682,719464,6293,46322,46110,233980,5162,2391,40,7,17,2,140,13,5,2.57,5.37,2.04,16.65,10.2,12.85,26.85,0.3,0,7.2,10.2,10.5,17.4,17.7,-2.65
2451351,75714,2451366,10610,62682,719464,6293,46322,46110,233980,5162,2391,49,8,15,5,5,13,16,90.43,250.49,62.62,3005.92,1001.92,1446.88,4007.84,4.1,591.13,1843.52,410.79,414.89,2254.31,2258.41,-1036.09
2452224,44494,2452246,3255,85452,861000,2948,39343,23682,1192439,1587,16335,57,3,5,3,11,14,39,15.52,43.61,30.52,510.51,1190.28,605.28,1700.79,0,1047.44,135.72,142.84,142.84,278.56,278.56,-462.44
2452224,44494,2452242,5667,85452,861000,2948,39343,23682,1192439,1587,16335,55,3,6,5,14,14,11,28.39,52.52,47.79,52.03,525.69,312.29,577.72,15.77,0,254.1,525.69,541.46,779.79,795.56,213.4
2452224,44494,2452305,9797,85452,861000,2948,39343,23682,1192439,1587,16335,1,27,17,5,143,14,11,18.69,34.95,19.92,165.33,219.12,205.59,384.45,6.57,0,3.74,219.12,225.69,222.86,229.43,13.53
2452224,44494,2452226,9305,85452,861000,2948,39343,23682,1192439,1587,16335,9,17,3,5,44,14,78,70.93,90.08,36.93,4145.7,2880.54,5532.54,7026.24,57.61,0,280.8,2880.54,2938.15,3161.34,3218.95,-2652
2452224,44494,2452335,12933,85452,861000,2948,39343,23682,1192439,1587,16335,23,1,3,5,14,14,17,18.29,28.71,19.23,161.16,326.91,310.93,488.07,16.34,0,4.76,326.91,343.25,331.67,348.01,15.98
2452224,44494,2452329,9991,85452,861000,2948,39343,23682,1192439,1587,16335,53,29,10,3,53,14,62,47.55,87.01,52.2,2158.22,3236.4,2948.1,5394.62,258.91,0,2697,3236.4,3495.31,5933.4,6192.31,288.3
2452224,44494,2452307,13531,85452,861000,2948,39343,23682,1192439,1587,16335,23,11,7,3,2,14,50,22.47,29.88,21.51,418.5,1075.5,1123.5,1494,10.75,0,702,1075.5,1086.25,1777.5,1788.25,-48
2452224,44494,2452281,17957,85452,861000,2948,39343,23682,1192439,1587,16335,21,9,19,3,197,14,77,32.04,54.78,23,2447.06,1771,2467.08,4218.06,88.55,0,1771,1771,1859.55,3542,3630.55,-696.08
2452224,44494,2452231,2195,85452,861000,2948,39343,23682,1192439,1587,16335,15,5,8,5,25,14,5,32.51,88.1,0,440.5,0,162.55,440.5,0,0,92.5,0,0,92.5,92.5,-162.55
2452224,44494,2452273,12055,85452,861000,2948,39343,23682,1192439,1587,16335,49,27,20,1,212,14,60,7.56,11.56,3.81,465,228.6,453.6,693.6,16,0,13.8,228.6,244.6,242.4,258.4,-225
2452224,44494,2452278,14737,85452,861000,2948,39343,23682,1192439,1587,16335,55,29,19,1,163,14,5,52.18,101.22,5.06,480.8,25.3,260.9,506.1,0.67,15.68,15.15,9.62,10.29,24.77,25.44,-251.28
2452224,44494,2452337,8823,85452,861000,2948,39343,23682,1192439,1587,16335,55,9,15,2,42,14,81,54.09,57.87,46.87,891,3796.47,4381.29,4687.47,227.78,0,234.09,3796.47,4024.25,4030.56,4258.34,-584.82
2452224,44494,2452344,13363,85452,861000,2948,39343,23682,1192439,1587,16335,39,7,8,2,256,14,44,18.08,34.71,26.72,351.56,1175.68,795.52,1527.24,33.15,70.54,564.96,1105.14,1138.29,1670.1,1703.25,309.62
2452224,44494,2452336,10351,85452,861000,2948,39343,23682,1192439,1587,16335,11,5,17,4,121,14,22,1.06,1.39,0.82,12.54,18.04,23.32,30.58,0.54,0,9.9,18.04,18.58,27.94,28.48,-5.28
2452224,44494,2452307,9733,85452,861000,2948,39343,23682,1192439,1587,16335,35,15,5,2,262,14,18,31.62,86.63,15.59,1278.72,280.62,569.16,1559.34,0,0,46.62,280.62,280.62,327.24,327.24,-288.54
2452224,44494,2452331,2585,85452,861000,2948,39343,23682,1192439,1587,16335,43,7,13,5,54,14,74,71.7,211.51,16.92,14399.66,1252.08,5305.8,15651.74,12.52,0,5790.5,1252.08,1264.6,7042.58,7055.1,-4053.72
2451405,67593,2451514,8326,363,3898,586,36874,85171,1895897,5032,41320,38,10,2,3,61,15,90,7.65,11.16,5.91,472.5,531.9,688.5,1004.4,10.63,0,0,531.9,542.53,531.9,542.53,-156.6
2451405,67593,2451491,11812,363,3898,586,36874,85171,1895897,5032,41320,55,10,11,4,104,15,80,17.07,40.28,24.57,1256.8,1965.6,1365.6,3222.4,137.59,0,1385.6,1965.6,2103.19,3351.2,3488.79,600
2451405,67593,2451443,13489,363,3898,586,36874,85171,1895897,5032,41320,46,10,8,5,162,15,84,74.02,184.3,49.76,11301.36,4179.84,6217.68,15481.2,83.59,0,1392.72,4179.84,4263.43,5572.56,5656.15,-2037.84
2451405,67593,2451489,11924,363,3898,586,36874,85171,1895897,5032,41320,34,19,2,4,143,15,35,84.47,192.59,136.73,1955.1,4785.55,2956.45,6740.65,28.71,4067.71,1347.85,717.84,746.55,2065.69,2094.4,-2238.61
2451405,67593,2451516,12512,363,3898,586,36874,85171,1895897,5032,41320,25,22,11,3,32,15,81,35.78,81.22,30.05,4144.77,2434.05,2898.18,6578.82,0,973.62,2630.88,1460.43,1460.43,4091.31,4091.31,-1437.75
2451405,67593,2451407,6355,363,3898,586,36874,85171,1895897,5032,41320,13,14,12,3,57,15,61,23.14,68.26,25.25,2623.61,1540.25,1411.54,4163.86,34.5,677.71,124.44,862.54,897.04,986.98,1021.48,-549
2451405,67593,2451504,2542,363,3898,586,36874,85171,1895897,5032,41320,2,20,20,4,278,15,63,37.68,55.76,10.59,2845.71,667.17,2373.84,3512.88,33.35,0,983.43,667.17,700.52,1650.6,1683.95,-1706.67
2451405,67593,2451510,4933,363,3898,586,36874,85171,1895897,5032,41320,43,7,16,3,100,15,9,55.58,58.91,49.48,84.87,445.32,500.22,530.19,35.62,0,100.71,445.32,480.94,546.03,581.65,-54.9
2451405,67593,2451454,7576,363,3898,586,36874,85171,1895897,5032,41320,26,19,3,1,42,15,91,65.31,146.94,58.77,8023.47,5348.07,5943.21,13371.54,106.96,0,3476.2,5348.07,5455.03,8824.27,8931.23,-595.14
2451405,67593,2451435,14248,363,3898,586,36874,85171,1895897,5032,41320,4,1,19,2,235,15,6,50.74,121.77,118.11,21.96,708.66,304.44,730.62,21.25,0,21.9,708.66,729.91,730.56,751.81,404.22
2451405,67593,2451450,3151,363,3898,586,36874,85171,1895897,5032,41320,1,1,4,4,54,15,96,79.92,181.41,88.89,8881.92,8533.44,7672.32,17415.36,597.34,0,4702.08,8533.44,9130.78,13235.52,13832.86,861.12
2451405,67593,2451450,6506,363,3898,586,36874,85171,1895897,5032,41320,58,14,19,5,258,15,29,51.2,124.41,109.48,432.97,3174.92,1484.8,3607.89,285.74,0,1010.07,3174.92,3460.66,4184.99,4470.73,1690.12
2452342,70397,2452461,15786,21567,477008,4096,3937,43522,340466,2307,36195,1,1,4,4,24,16,58,98.68,134.2,29.52,6071.44,1712.16,5723.44,7783.6,34.24,0,3502.62,1712.16,1746.4,5214.78,5249.02,-4011.28
2452342,70397,2452427,16849,21567,477008,4096,3937,43522,340466,2307,36195,48,9,16,5,271,16,55,48.07,111.04,77.72,1832.6,4274.6,2643.85,6107.2,384.71,0,122.1,4274.6,4659.31,4396.7,4781.41,1630.75
2452342,70397,2452412,5107,21567,477008,4096,3937,43522,340466,2307,36195,36,15,1,1,234,16,92,85.71,221.13,187.96,3051.64,17292.32,7885.32,20343.96,691.69,0,1830.8,17292.32,17984.01,19123.12,19814.81,9407
2452342,70397,2452457,1146,21567,477008,4096,3937,43522,340466,2307,36195,57,19,8,4,110,16,50,55.83,112.77,87.96,1240.5,4398,2791.5,5638.5,175.92,0,2311.5,4398,4573.92,6709.5,6885.42,1606.5
2452342,70397,2452457,8895,21567,477008,4096,3937,43522,340466,2307,36195,18,24,5,3,21,16,88,9.73,21.6,15.98,494.56,1406.24,856.24,1900.8,6.18,1251.55,893.2,154.69,160.87,1047.89,1054.07,-701.55
2452342,70397,2452442,10447,21567,477008,4096,3937,43522,340466,2307,36195,24,6,4,3,299,16,41,40.16,107.22,42.88,2637.94,1758.08,1646.56,4396.02,158.22,0,219.76,1758.08,1916.3,1977.84,2136.06,111.52
2452342,70397,2452429,13224,21567,477008,4096,3937,43522,340466,2307,36195,21,12,4,2,60,16,39,33.74,70.17,20.34,1943.37,793.26,1315.86,2736.63,8.32,674.27,492.57,118.99,127.31,611.56,619.88,-1196.87
2452342,70397,2452416,5721,21567,477008,4096,3937,43522,340466,2307,36195,55,7,20,3,59,16,80,11.1,11.1,10.1,80,808,888,888,8.08,0,408,808,816.08,1216,1224.08,-80
2452386,7275,2452494,14461,93708,166860,5612,38411,33483,1833962,3114,37113,55,21,4,4,117,17,8,39.57,96.15,17.3,630.8,138.4,316.56,769.2,4.15,0,253.76,138.4,142.55,392.16,396.31,-178.16
2452386,7275,2452504,13263,93708,166860,5612,38411,33483,1833962,3114,37113,45,9,20,2,27,17,65,31.71,58.98,13.56,2952.3,881.4,2061.15,3833.7,61.69,0,1379.95,881.4,943.09,2261.35,2323.04,-1179.75
2452386,7275,2452465,4512,93708,166860,5612,38411,33483,1833962,3114,37113,19,7,8,4,23,17,26,41.97,101.14,42.47,1525.42,1104.22,1091.22,2629.64,77.29,0,157.56,1104.22,1181.51,1261.78,1339.07,13
2452386,7275,2452452,5703,93708,166860,5612,38411,33483,1833962,3114,37113,55,12,14,5,83,17,60,36.2,36.92,5.9,1861.2,354,2172,2215.2,14.16,0,243.6,354,368.16,597.6,611.76,-1818
2452386,7275,2452473,16303,93708,166860,5612,38411,33483,1833962,3114,37113,6,9,17,2,274,17,60,22.51,55.82,22.88,1976.4,1372.8,1350.6,3349.2,27.45,0,602.4,1372.8,1400.25,1975.2,2002.65,22.2
2452386,7275,2452456,6657,93708,166860,5612,38411,33483,1833962,3114,37113,6,12,19,2,135,17,80,56.71,98.67,19.73,6315.2,1578.4,4536.8,7893.6,110.48,0,1184,1578.4,1688.88,2762.4,2872.88,-2958.4
2452386,7275,2452470,972,93708,166860,5612,38411,33483,1833962,3114,37113,42,9,19,3,47,17,100,66.5,192.18,40.35,15183,4035,6650,19218,282.45,0,7302,4035,4317.45,11337,11619.45,-2615
2452386,7275,2452496,14377,93708,166860,5612,38411,33483,1833962,3114,37113,60,18,15,1,27,17,64,52.4,132.04,6.6,8028.16,422.4,3353.6,8450.56,33.79,0,3548.8,422.4,456.19,3971.2,4004.99,-2931.2
2452386,7275,2452465,14581,93708,166860,5612,38411,33483,1833962,3114,37113,24,24,12,2,72,17,62,98.33,246.8,231.99,918.22,14383.38,6096.46,15301.6,0,7623.19,4437.34,6760.19,6760.19,11197.53,11197.53,663.73
2451422,33648,2451431,2096,4238,1802467,6743,172,86677,277077,4106,17182,37,13,2,2,292,18,77,96.77,272.89,267.43,420.42,20592.11,7451.29,21012.53,37.06,20180.26,9245.39,411.85,448.91,9657.24,9694.3,-7039.44
2451422,33648,2451481,15748,4238,1802467,6743,172,86677,277077,4106,17182,20,10,11,4,164,18,64,73.08,117.65,35.29,5271.04,2258.56,4677.12,7529.6,90.34,0,1731.2,2258.56,2348.9,3989.76,4080.1,-2418.56
2451422,33648,2451531,667,4238,1802467,6743,172,86677,277077,4106,17182,19,13,14,3,155,18,22,64.75,160.58,104.37,1236.62,2296.14,1424.5,3532.76,30.99,1676.18,1024.32,619.96,650.95,1644.28,1675.27,-804.54
2451422,33648,2451486,3130,4238,1802467,6743,172,86677,277077,4106,17182,49,1,4,5,86,18,14,61.61,90.56,72.44,253.68,1014.16,862.54,1267.84,40.56,0,215.46,1014.16,1054.72,1229.62,1270.18,151.62
2451422,33648,2451521,3979,4238,1802467,6743,172,86677,277077,4106,17182,7,13,20,1,39,18,60,99.12,195.26,85.91,6561,5154.6,5947.2,11715.6,8.76,4278.31,5506.2,876.29,885.05,6382.49,6391.25,-5070.91
2451422,33648,2451472,14911,4238,1802467,6743,172,86677,277077,4106,17182,16,13,5,3,264,18,50,60.92,69.44,26.38,2153,1319,3046,3472,118.71,0,416.5,1319,1437.71,1735.5,1854.21,-1727
2451422,33648,2451503,8533,4238,1802467,6743,172,86677,277077,4106,17182,58,22,17,4,281,18,33,24.77,39.63,13.47,863.28,444.51,817.41,1307.79,31.11,0,326.7,444.51,475.62,771.21,802.32,-372.9
2451422,33648,2451541,14008,4238,1802467,6743,172,86677,277077,4106,17182,52,22,14,4,154,18,11,17.78,26.13,25.34,8.69,278.74,195.58,287.43,19.51,0,83.27,278.74,298.25,362.01,381.52,83.16
2451422,33648,2451482,16834,4238,1802467,6743,172,86677,277077,4106,17182,20,25,12,4,206,18,45,26.47,33.61,11.76,983.25,529.2,1191.15,1512.45,0.37,523.9,604.8,5.3,5.67,610.1,610.47,-1185.85
2452616,42506,2452707,6168,57659,1154202,7098,44794,66274,67833,2776,72,33,25,6,4,22,19,78,48.82,83.97,71.37,982.8,5566.86,3807.96,6549.66,55.66,0,1113.06,5566.86,5622.52,6679.92,6735.58,1758.9
2452616,42506,2452642,13206,57659,1154202,7098,44794,66274,67833,2776,72,13,6,19,2,208,19,23,85.64,108.76,26.1,1901.18,600.3,1969.72,2501.48,36.01,0,0,600.3,636.31,600.3,636.31,-1369.42
2452616,42506,2452619,1614,57659,1154202,7098,44794,66274,67833,2776,72,27,27,7,5,90,19,22,73.91,108.64,56.49,1147.3,1242.78,1626.02,2390.08,14.91,1056.36,740.74,186.42,201.33,927.16,942.07,-1439.6
2452616,42506,2452720,5625,57659,1154202,7098,44794,66274,67833,2776,72,30,25,8,1,21,19,22,27.12,66.17,50.28,349.58,1106.16,596.64,1455.74,55.3,0,116.38,1106.16,1161.46,1222.54,1277.84,509.52
2452616,42506,2452684,4725,57659,1154202,7098,44794,66274,67833,2776,72,43,7,6,3,227,19,88,97.17,165.18,75.98,7849.6,6686.24,8550.96,14535.84,68.19,3276.25,1162.48,3409.99,3478.18,4572.47,4640.66,-5140.97
2452616,42506,2452642,3513,57659,1154202,7098,44794,66274,67833,2776,72,49,12,17,1,122,19,10,97.43,277.67,102.73,1749.4,1027.3,974.3,2776.7,51.36,0,721.9,1027.3,1078.66,1749.2,1800.56,53
2452616,42506,2452732,8749,57659,1154202,7098,44794,66274,67833,2776,72,36,1,1,4,264,19,16,24.86,68.86,66.79,33.12,1068.64,397.76,1101.76,41.03,42.74,374.56,1025.9,1066.93,1400.46,1441.49,628.14
2452616,42506,2452735,7059,57659,1154202,7098,44794,66274,67833,2776,72,49,19,2,4,136,19,30,52.62,79.45,13.5,1978.5,405,1578.6,2383.5,32.4,0,738.6,405,437.4,1143.6,1176,-1173.6
2452616,42506,2452713,14997,57659,1154202,7098,44794,66274,67833,2776,72,30,19,5,5,2,19,5,22.42,57.84,28.92,144.6,144.6,112.1,289.2,2.89,0,54.9,144.6,147.49,199.5,202.39,32.5
2452616,42506,2452638,9345,57659,1154202,7098,44794,66274,67833,2776,72,15,27,13,4,175,19,10,54.4,125.66,40.21,854.5,402.1,544,1256.6,28.14,0,515.2,402.1,430.24,917.3,945.44,-141.9
2452616,42506,2452684,6288,57659,1154202,7098,44794,66274,67833,2776,72,3,12,10,4,175,19,77,80.72,151.75,100.15,3973.2,7711.55,6215.44,11684.75,154.23,0,4907.21,7711.55,7865.78,12618.76,12772.99,1496.11
2452616,42506,2452645,17221,57659,1154202,7098,44794,66274,67833,2776,72,24,9,18,1,247,19,20,66.38,106.87,101.52,107,2030.4,1327.6,2137.4,182.73,0,384.6,2030.4,2213.13,2415,2597.73,702.8
2452616,42506,2452729,7623,57659,1154202,7098,44794,66274,67833,2776,72,49,7,6,5,204,19,62,10.82,24.88,2.73,1373.3,169.26,670.84,1542.56,1.69,0,107.88,169.26,170.95,277.14,278.83,-501.58
2452616,42506,2452725,9475,57659,1154202,7098,44794,66274,67833,2776,72,12,25,20,2,184,19,36,78.32,127.66,14.04,4090.32,505.44,2819.52,4595.76,20.21,0,1194.84,505.44,525.65,1700.28,1720.49,-2314.08
2452616,42506,2452664,17175,57659,1154202,7098,44794,66274,67833,2776,72,15,13,9,3,57,19,82,60.2,89.09,68.59,1681,5624.38,4936.4,7305.38,281.21,0,2702.72,5624.38,5905.59,8327.1,8608.31,687.98
2451576,44795,2451624,10861,76619,942296,2020,13697,44747,1282251,5528,1605,20,8,9,3,47,20,54,18.34,36.12,4.69,1697.22,253.26,990.36,1950.48,10.13,0,838.62,253.26,263.39,1091.88,1102.01,-737.1
2451576,44795,2451674,11627,76619,942296,2020,13697,44747,1282251,5528,1605,32,20,18,2,106,20,47,48.25,127.86,52.42,3545.68,2463.74,2267.75,6009.42,73.91,0,480.34,2463.74,2537.65,2944.08,3017.99,195.99
2451576,44795,2451627,9169,76619,942296,2020,13697,44747,1282251,5528,1605,35,14,18,3,98,20,21,77.06,97.86,17.61,1685.25,369.81,1618.26,2055.06,7.39,0,267.12,369.81,377.2,636.93,644.32,-1248.45
2451576,44795,2451693,16862,76619,942296,2020,13697,44747,1282251,5528,1605,25,17,12,5,138,20,33,69.15,132.07,101.69,1002.54,3355.77,2281.95,4358.31,268.46,0,2048.31,3355.77,3624.23,5404.08,5672.54,1073.82
2451576,44795,2451686,17935,76619,942296,2020,13697,44747,1282251,5528,1605,17,13,18,1,24,20,17,39.48,93.56,43.97,843.03,747.49,671.16,1590.52,52.32,0,699.72,747.49,799.81,1447.21,1499.53,76.33
2451576,44795,2451662,12731,76619,942296,2020,13697,44747,1282251,5528,1605,23,11,13,2,101,20,89,76.89,180.69,83.11,8684.62,7396.79,6843.21,16081.41,147.93,0,3055.37,7396.79,7544.72,10452.16,10600.09,553.58
2451576,44795,2451604,12902,76619,942296,2020,13697,44747,1282251,5528,1605,8,8,15,5,245,20,21,85.86,179.44,111.25,1431.99,2336.25,1803.06,3768.24,70.08,0,866.67,2336.25,2406.33,3202.92,3273,533.19
2451576,44795,2451623,4214,76619,942296,2020,13697,44747,1282251,5528,1605,25,19,14,3,82,20,63,37.23,80.41,53.87,1672.02,3393.81,2345.49,5065.83,57.01,543,1063.44,2850.81,2907.82,3914.25,3971.26,505.32
2451576,44795,2451678,182,76619,942296,2020,13697,44747,1282251,5528,1605,2,13,2,2,262,20,55,76.31,110.64,61.95,2677.95,3407.25,4197.05,6085.2,68.14,0,2920.5,3407.25,3475.39,6327.75,6395.89,-789.8
2451576,44795,2451686,13207,76619,942296,2020,13697,44747,1282251,5528,1605,59,13,14,1,208,20,51,62.4,133.53,26.7,5448.33,1361.7,3182.4,6810.03,81.7,0,3404.76,1361.7,1443.4,4766.46,4848.16,-1820.7
2451576,44795,2451632,17396,76619,942296,2020,13697,44747,1282251,5528,1605,20,17,14,2,287,20,95,23.49,46.74,1.86,4263.6,176.7,2231.55,4440.3,7.06,0,2220.15,176.7,183.76,2396.85,2403.91,-2054.85
2451576,44795,2451585,11947,76619,942296,2020,13697,44747,1282251,5528,1605,29,14,11,4,257,20,45,60.01,106.21,105.14,48.15,4731.3,2700.45,4779.45,141.93,0,1433.7,4731.3,4873.23,6165,6306.93,2030.85
2452580,26067,2452683,8988,94484,771125,5366,44407,94484,771125,5366,44407,49,15,4,2,3,21,71,16.54,20.67,6.2,1027.37,440.2,1174.34,1467.57,35.21,0,308.14,440.2,475.41,748.34,783.55,-734.14
2452580,26067,2452634,4747,94484,771125,5366,44407,94484,771125,5366,44407,6,3,18,4,283,21,21,83.67,190.76,87.74,2163.42,1842.54,1757.07,4005.96,110.55,0,1361.85,1842.54,1953.09,3204.39,3314.94,85.47
2452580,26067,2452692,5886,94484,771125,5366,44407,94484,771125,5366,44407,57,3,15,3,221,21,56,49.27,104.45,47,3217.2,2632,2759.12,5849.2,131.6,0,2632,2632,2763.6,5264,5395.6,-127.12
2452580,26067,2452630,12723,94484,771125,5366,44407,94484,771125,5366,44407,25,19,7,4,91,21,62,32.09,74.76,12.7,3847.72,787.4,1989.58,4635.12,15.74,0,2131.56,787.4,803.14,2918.96,2934.7,-1202.18
2452580,26067,2452665,297,94484,771125,5366,44407,94484,771125,5366,44407,31,19,14,5,149,21,57,73.99,181.27,74.32,6096.15,4236.24,4217.43,10332.39,254.17,0,3202.83,4236.24,4490.41,7439.07,7693.24,18.81
2452580,26067,2452624,2941,94484,771125,5366,44407,94484,771125,5366,44407,1,27,7,5,53,21,100,57.64,69.74,39.75,2999,3975,5764,6974,318,0,139,3975,4293,4114,4432,-1789
