l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
192,97017,2036,1,23,23322.23,0,0,N,O,2/5/1998,2/6/1998,3/7/1998,TAKE BACK RETURN,AIR,mold furiously after the ironic instructio
192,161368,8917,2,20,28587.2,0.07,0.01,N,O,3/13/1998,2/2/1998,3/31/1998,TAKE BACK RETURN,REG AIR,l packages.
192,110252,5275,3,15,18933.75,0.09,0.01,N,O,1/30/1998,2/10/1998,2/23/1998,TAKE BACK RETURN,TRUCK,ing packages above the quickly 
192,196400,3958,4,2,2992.8,0.06,0.02,N,O,3/6/1998,2/3/1998,3/24/1998,COLLECT COD,SHIP,fully bold packages x-ray furiously at 
192,82915,7932,5,25,47447.75,0.02,0.03,N,O,2/15/1998,1/11/1998,3/17/1998,COLLECT COD,TRUCK,osits. unusual excu
192,141003,3518,6,45,46980,0,0.05,N,O,3/11/1998,1/9/1998,4/3/1998,NONE,MAIL,rts haggle quickly quickl
193,92638,5148,1,9,14675.67,0.06,0.06,A,F,9/17/1993,10/8/1993,9/30/1993,COLLECT COD,TRUCK,kly furiously ironic requests.
193,153954,1500,2,15,30119.25,0.02,0.07,R,F,11/22/1993,10/9/1993,12/5/1993,TAKE BACK RETURN,SHIP,lar accounts. slyly ruthl
193,93878,6388,3,23,43053.01,0.06,0.05,A,F,8/21/1993,10/11/1993,9/2/1993,DELIVER IN PERSON,TRUCK,he carefully final instructions. ca
194,2594,5095,1,17,25442.03,0.05,0.04,R,F,5/24/1992,5/22/1992,5/30/1992,COLLECT COD,AIR,the ironic cour
194,183523,6042,2,1,1606.52,0.04,0.06,R,F,4/30/1992,5/18/1992,5/23/1992,NONE,REG AIR,ost furiously final accounts? pinto
194,65994,3513,3,13,25479.87,0.08,0.08,A,F,5/7/1992,6/18/1992,5/10/1992,NONE,AIR,aggle carefull
194,145146,5147,4,36,42881.04,0,0.05,R,F,5/21/1992,5/18/1992,5/27/1992,TAKE BACK RETURN,RAIL, sublate above the even requests. slyl
194,56176,1187,5,8,9057.36,0.04,0,R,F,7/6/1992,6/25/1992,7/11/1992,COLLECT COD,FOB,dolites are quickly? exp
194,148984,1499,6,16,32527.68,0.06,0.03,A,F,5/14/1992,6/14/1992,5/21/1992,TAKE BACK RETURN,TRUCK,luffily unusual theodolites
194,167828,345,7,21,39812.22,0.02,0.01,R,F,5/6/1992,5/20/1992,5/7/1992,COLLECT COD,REG AIR,ecial theodolites. slyly ironic
195,84590,9607,1,6,9447.54,0.04,0.02,A,F,1/9/1994,3/27/1994,1/28/1994,COLLECT COD,REG AIR,ove the even asymptotes! slyly regular
195,93847,1375,2,41,75474.44,0.05,0.07,A,F,2/24/1994,2/11/1994,3/20/1994,NONE,TRUCK,"ding, final accounts bre"
195,85446,7955,3,34,48668.96,0.08,0.08,R,F,1/31/1994,2/11/1994,2/12/1994,NONE,TRUCK,ounts integrate. regular
195,85442,7951,4,41,58525.04,0.06,0.04,R,F,3/14/1994,3/13/1994,4/9/1994,COLLECT COD,RAIL,"ual, final dolphins. furiously even dep"
196,135052,79,1,19,20653.95,0.03,0.02,R,F,4/17/1993,5/27/1993,4/30/1993,NONE,SHIP,lar requests. carefully regular package
196,9852,2353,2,15,26427.75,0.03,0.04,A,F,7/5/1993,5/8/1993,7/6/1993,TAKE BACK RETURN,SHIP, final foxes. bra
197,98494,1004,1,39,58207.11,0.02,0.04,N,O,7/21/1995,7/1/1995,8/14/1995,TAKE BACK RETURN,AIR, wake carefully after the i
197,177103,9621,2,8,9440.8,0.09,0.02,A,F,4/17/1995,7/1/1995,4/27/1995,DELIVER IN PERSON,SHIP,f the blithely ironic deposits! regular
197,155829,8345,3,17,32041.94,0.06,0.02,N,O,8/2/1995,6/23/1995,8/3/1995,COLLECT COD,REG AIR,final decoy
197,17936,2939,4,25,46348.25,0.04,0.01,N,F,6/13/1995,5/23/1995,6/24/1995,TAKE BACK RETURN,FOB,". quiet, furious accounts "
197,41466,3971,5,14,19704.44,0.09,0.01,R,F,5/8/1995,5/24/1995,5/12/1995,TAKE BACK RETURN,RAIL,even requests kindle. blith
197,105880,901,6,1,1885.88,0.07,0.05,N,O,7/15/1995,6/21/1995,8/11/1995,COLLECT COD,RAIL,ptotes use blithely. silent 
198,56061,6062,1,33,33562.98,0.07,0.02,N,O,1/5/1998,3/20/1998,1/10/1998,TAKE BACK RETURN,TRUCK,at the permanen
198,15229,7731,2,20,22884.4,0.03,0,N,O,1/15/1998,3/31/1998,1/25/1998,DELIVER IN PERSON,FOB,ithely final deposits. quic
198,148058,3087,3,15,16590.75,0.04,0.02,N,O,4/12/1998,2/26/1998,4/15/1998,COLLECT COD,MAIL,regular theodolites breach abo
198,10371,2873,4,35,44847.95,0.08,0.02,N,O,2/27/1998,3/23/1998,3/14/1998,TAKE BACK RETURN,RAIL,p quickly instructions. carefully bold 
198,101952,1953,5,33,64480.35,0.02,0.01,N,O,3/22/1998,3/12/1998,4/14/1998,DELIVER IN PERSON,SHIP,lyly express ide
199,132072,9612,1,50,55203.5,0.02,0,N,O,6/12/1996,6/3/1996,7/4/1996,DELIVER IN PERSON,MAIL, packages. furiously ironic d
199,133998,3999,2,30,60959.7,0.08,0.05,N,O,3/27/1996,5/29/1996,4/14/1996,NONE,TRUCK,ing excuses thrash after the foxes. 
224,150111,112,1,16,18577.76,0.04,0,A,F,8/1/1994,7/30/1994,8/27/1994,DELIVER IN PERSON,MAIL,ravely pending t
224,108609,1120,2,34,54998.4,0.04,0.08,R,F,7/13/1994,8/25/1994,7/31/1994,COLLECT COD,TRUCK, slyly bold ideas ought to h
224,189967,7522,3,41,84335.36,0.07,0.04,A,F,9/1/1994,9/15/1994,9/2/1994,TAKE BACK RETURN,SHIP,s nag. silent do
224,166377,1410,4,12,17320.44,0.08,0.06,R,F,10/12/1994,8/29/1994,10/20/1994,DELIVER IN PERSON,MAIL,regular deposits use carefully. slyly
224,93857,8876,5,45,83288.25,0.07,0.07,R,F,8/14/1994,9/2/1994,8/27/1994,COLLECT COD,AIR,"nent, unusual platelets sleep slyly reque"
224,50010,7526,6,4,3840.04,0.02,0,R,F,9/8/1994,8/24/1994,10/4/1994,DELIVER IN PERSON,FOB,ctions. bl
225,171925,1926,1,4,7987.68,0.09,0.07,N,O,8/5/1995,8/19/1995,9/3/1995,TAKE BACK RETURN,SHIP,ven frays wake carefully ironic requests.
225,130565,8105,2,3,4786.68,0,0.08,N,O,7/25/1995,7/8/1995,8/17/1995,DELIVER IN PERSON,REG AIR,ounts mold according to the quickly 
225,198212,3251,3,45,58959.45,0.06,0.01,N,O,8/17/1995,8/20/1995,8/30/1995,TAKE BACK RETURN,FOB,e blithely express deposits. reg
225,146071,8586,4,24,26809.68,0,0.06,N,O,9/23/1995,8/5/1995,10/16/1995,COLLECT COD,MAIL,lently. blithely bold foxes haggl
225,7589,5090,5,31,46393.98,0.04,0.06,N,O,6/21/1995,7/24/1995,7/4/1995,TAKE BACK RETURN,FOB,tly above the slyly regular 
225,131835,9375,6,12,22401.96,0,0,A,F,6/4/1995,7/15/1995,6/8/1995,COLLECT COD,MAIL,"riously final, regular"
225,141233,8776,7,44,56066.12,0.1,0.06,N,O,9/22/1995,8/16/1995,10/22/1995,NONE,REG AIR,requests. b
226,96909,9419,1,4,7623.6,0,0,R,F,3/31/1993,4/30/1993,4/10/1993,NONE,TRUCK,ully regular ideas sleep after the sil
226,137802,5342,2,46,84630.8,0.06,0.01,A,F,7/6/1993,4/24/1993,7/13/1993,COLLECT COD,FOB,sits breach above the even ideas
226,37309,4819,3,35,43620.5,0.09,0.03,A,F,3/31/1993,5/18/1993,4/1/1993,NONE,RAIL,st. daringly ironic requests are 
226,40633,8146,4,45,70813.35,0.1,0.02,R,F,4/17/1993,5/27/1993,5/11/1993,DELIVER IN PERSON,AIR,s wake quickly among 
226,117956,5490,5,2,3947.9,0.07,0.02,R,F,3/26/1993,4/13/1993,4/20/1993,TAKE BACK RETURN,SHIP,lly even packages. quickly s
226,82937,7954,6,48,92156.64,0.02,0,A,F,6/11/1993,5/15/1993,6/19/1993,NONE,REG AIR,dencies sleep sometimes pending accou
226,117961,5495,7,14,27705.44,0.09,0,R,F,5/20/1993,6/5/1993,5/27/1993,COLLECT COD,MAIL,ly. blithely unusual deposits against
227,165335,2884,1,19,26606.27,0.05,0.06,N,O,12/10/1995,1/30/1996,12/26/1995,NONE,RAIL,cuses cajole against
227,174102,1654,2,24,28226.4,0.07,0.07,N,O,2/3/1996,12/24/1995,2/12/1996,COLLECT COD,SHIP,ns hang courts. blithely close foxes slee
228,4039,6540,1,3,2829.09,0.1,0.08,A,F,5/20/1993,4/8/1993,5/26/1993,DELIVER IN PERSON,SHIP,usly furiou
229,83580,8597,1,20,31271.6,0.02,0.03,R,F,1/11/1994,1/31/1994,1/26/1994,DELIVER IN PERSON,REG AIR,press. furiously final packages believe abo
229,128904,8905,2,29,56054.1,0.07,0,A,F,3/15/1994,3/2/1994,3/26/1994,COLLECT COD,SHIP,nding pinto bean
229,78526,8527,3,28,42126.56,0.02,0.02,R,F,2/10/1994,2/2/1994,3/10/1994,DELIVER IN PERSON,FOB,lyly. blithely ironic ideas acro
229,176948,1983,4,3,6074.82,0.02,0.08,R,F,3/22/1994,3/24/1994,4/4/1994,DELIVER IN PERSON,REG AIR, theodolites. blithely special pa
229,155180,211,5,33,40760.94,0.03,0.06,R,F,3/25/1994,2/11/1994,4/13/1994,NONE,FOB,s across the slyly special packages h
229,105393,7904,6,29,40553.31,0.04,0,R,F,1/14/1994,2/16/1994,1/22/1994,NONE,FOB,posits. permanent
230,185863,900,1,46,89647.56,0.09,0,R,F,2/3/1994,1/15/1994,2/23/1994,TAKE BACK RETURN,SHIP, sleep toward t
230,194908,7428,2,6,12017.4,0.03,0.08,A,F,1/26/1994,1/25/1994,2/13/1994,NONE,REG AIR,lyly silent theodolites: fur
230,7367,4868,3,1,1274.36,0.07,0.06,R,F,1/22/1994,1/3/1994,2/5/1994,TAKE BACK RETURN,RAIL,ackages. blithely regular packages 
230,9164,1665,4,44,47219.04,0.08,0.06,R,F,2/9/1994,1/18/1994,3/11/1994,NONE,MAIL,lites. quickly pending accoun
230,18923,6427,5,8,14735.36,0.09,0.06,R,F,11/3/1993,1/20/1994,11/11/1993,TAKE BACK RETURN,TRUCK,y against the fluffily even
230,33927,1437,6,8,14887.36,0,0.05,R,F,11/21/1993,1/5/1994,12/19/1993,TAKE BACK RETURN,FOB,riously special platel
231,158356,8357,1,16,22629.6,0.04,0.08,R,F,11/20/1994,10/29/1994,12/17/1994,TAKE BACK RETURN,AIR,nticing warthogs. regular depos
231,83359,884,2,46,61748.1,0.04,0.05,R,F,12/13/1994,12/2/1994,12/14/1994,DELIVER IN PERSON,SHIP,c depths. fluffily final theodolites inte
231,198124,644,3,50,61106,0.09,0.01,A,F,12/11/1994,12/14/1994,12/13/1994,NONE,RAIL,press accounts. fluffily final 
231,56760,6761,4,31,53219.56,0.08,0.02,A,F,11/5/1994,12/27/1994,11/30/1994,TAKE BACK RETURN,SHIP,t carefully silent accounts.
256,88233,742,1,22,26867.06,0.09,0.02,R,F,1/12/1994,12/28/1993,1/26/1994,COLLECT COD,FOB,ccording to the regular asymptotes. fur
256,118399,3422,2,40,56695.6,0.1,0.01,A,F,11/30/1993,12/13/1993,12/2/1993,NONE,FOB,bove the dependencies boost blithe
256,129111,4136,3,45,51304.95,0.02,0.08,R,F,1/14/1994,1/17/1994,2/10/1994,COLLECT COD,SHIP,uses haggle. carefully express d
257,146229,6230,1,7,8926.54,0.05,0.02,N,O,6/18/1998,5/15/1998,6/27/1998,COLLECT COD,FOB,ate quickly idle packages. s
258,106194,3725,1,8,9601.52,0,0.07,R,F,1/20/1994,3/21/1994,2/9/1994,NONE,REG AIR,p carefully. slyly final accounts unwind ca
258,196119,3677,2,40,48604.4,0.1,0.01,A,F,3/13/1994,2/23/1994,4/5/1994,DELIVER IN PERSON,FOB,. quickly quiet escapades cajole bli
258,161762,1763,3,45,82069.2,0.07,0.07,R,F,3/4/1994,2/13/1994,3/30/1994,DELIVER IN PERSON,TRUCK,luffily carefully quick attainme
258,132912,5426,4,31,60292.21,0.02,0.05,A,F,4/20/1994,3/20/1994,4/28/1994,COLLECT COD,REG AIR, at the slyly unusual reque
258,35959,8463,5,25,47373.75,0.08,0.02,A,F,4/13/1994,2/26/1994,4/29/1994,TAKE BACK RETURN,TRUCK, accounts toward the s
258,146467,8982,6,36,54484.56,0.09,0.04,A,F,1/11/1994,3/4/1994,1/18/1994,DELIVER IN PERSON,AIR,the ruthlessly unusual ideas b
259,98779,8780,1,14,24888.78,0,0.08,A,F,12/17/1993,12/9/1993,12/31/1993,COLLECT COD,SHIP, special instructions. blith
259,161982,4499,2,14,28615.72,0.03,0.05,R,F,11/10/1993,11/20/1993,11/17/1993,DELIVER IN PERSON,FOB, permanently acr
259,23514,3515,3,42,60375.42,0.09,0,R,F,10/20/1993,11/18/1993,11/12/1993,NONE,TRUCK,ld pearls alongside of the expre
259,195335,2893,4,3,4290.99,0.08,0.06,R,F,10/4/1993,11/7/1993,10/14/1993,TAKE BACK RETURN,SHIP,"ly along the regular, pen"
259,192201,7240,5,6,7759.2,0,0.05,R,F,12/5/1993,12/22/1993,12/21/1993,COLLECT COD,TRUCK,. quickly silen
260,155887,5888,1,50,97144,0.07,0.08,N,O,3/24/1997,2/9/1997,4/20/1997,TAKE BACK RETURN,REG AIR,pinto beans
260,182736,2737,2,26,47286.98,0.02,0.07,N,O,12/12/1996,2/6/1997,12/15/1996,NONE,TRUCK, ironic foxes. packages
260,41222,8735,3,27,31406.94,0.05,0.08,N,O,3/23/1997,2/15/1997,4/22/1997,TAKE BACK RETURN,RAIL,"t the express, regula"
260,5337,338,4,29,36027.57,0.1,0.06,N,O,3/15/1997,1/14/1997,4/13/1997,NONE,MAIL,t carefully packages. carefully dogg
260,95286,305,5,44,56376.32,0.01,0.05,N,O,3/26/1997,2/3/1997,4/19/1997,DELIVER IN PERSON,MAIL, carefully special instructions
261,1349,6350,1,34,42511.56,0.05,0.08,R,F,8/18/1993,9/24/1993,8/20/1993,COLLECT COD,REG AIR,haggle blithely quickly i
261,65662,5663,2,20,32553.2,0,0.06,R,F,10/21/1993,8/2/1993,11/4/1993,DELIVER IN PERSON,RAIL,arefully unu
261,173959,8994,3,28,56922.6,0.08,0.03,R,F,7/24/1993,8/20/1993,8/5/1993,COLLECT COD,AIR,thely. quickly unusual pinto beans detec
261,118455,967,4,49,72199.05,0.04,0.05,R,F,9/12/1993,8/31/1993,10/7/1993,COLLECT COD,SHIP,-ray unusual foxes--
261,60469,7988,5,49,70043.54,0.01,0.08,A,F,9/29/1993,9/8/1993,10/1/1993,COLLECT COD,SHIP,y special accounts wake carefully? slyly re
261,96989,9499,6,20,39719.6,0.06,0.06,A,F,10/15/1993,9/5/1993,11/7/1993,NONE,AIR,heodolites. carefully regular acc
262,191186,1187,1,39,49810.02,0.01,0.05,N,O,1/15/1996,2/18/1996,1/28/1996,COLLECT COD,RAIL,luffily regular account
262,60074,7593,2,33,34124.31,0.09,0.03,N,O,3/10/1996,1/31/1996,3/27/1996,TAKE BACK RETURN,AIR,"ptotes. ironic, regular instructions are bl"
262,58695,6211,3,35,57879.15,0.05,0.08,N,O,3/12/1996,2/14/1996,4/11/1996,COLLECT COD,MAIL,efully even accounts. dolphins above 
263,23960,6463,1,22,41447.12,0.06,0.08,R,F,8/24/1994,6/20/1994,9/9/1994,NONE,FOB, fluffy foxes aga
263,84557,9574,2,9,13873.95,0.08,0,A,F,7/21/1994,7/16/1994,8/8/1994,TAKE BACK RETURN,TRUCK,ic instruct
263,142891,434,3,50,96694.5,0.06,0.04,R,F,8/18/1994,7/31/1994,8/22/1994,NONE,TRUCK,n deposits nag blithely 
288,50641,8157,1,31,49340.84,0,0.03,N,O,3/17/1997,4/28/1997,4/6/1997,TAKE BACK RETURN,AIR,uctions. expres
288,116386,8898,2,49,68716.62,0.08,0.05,N,O,4/19/1997,5/19/1997,5/18/1997,TAKE BACK RETURN,TRUCK,"the packages: regular, regu"
288,98833,8834,3,36,65945.88,0.02,0.02,N,O,2/22/1997,5/7/1997,3/7/1997,TAKE BACK RETURN,TRUCK,s nag slyly even
288,78406,8407,4,19,26303.6,0.07,0.07,N,O,3/14/1997,4/4/1997,3/26/1997,NONE,MAIL,s. final packages wake along the b
288,161894,6927,5,31,60632.59,0.1,0.04,N,O,5/29/1997,4/24/1997,6/20/1997,TAKE BACK RETURN,RAIL,lites. brave
289,173280,832,1,25,33832,0.07,0.05,N,O,3/18/1997,5/5/1997,4/15/1997,DELIVER IN PERSON,FOB,ts sleep quickly blithely re
289,111800,9334,2,6,10870.8,0.06,0.05,N,O,2/18/1997,5/8/1997,3/19/1997,DELIVER IN PERSON,SHIP,ven requests! final deposits alon
289,16996,1999,3,44,84171.56,0.1,0.08,N,O,6/5/1997,4/20/1997,7/2/1997,COLLECT COD,MAIL,fully according to the even 
289,39439,1943,4,48,66164.64,0.01,0.08,N,O,3/14/1997,3/30/1997,3/24/1997,DELIVER IN PERSON,RAIL,s affix permanently. waters sleep slyl
289,46285,8790,5,13,16006.64,0.1,0.03,N,O,6/8/1997,4/6/1997,6/18/1997,TAKE BACK RETURN,REG AIR,eful dependencies. blithely regular
290,5351,352,1,35,43972.25,0.01,0.02,R,F,4/1/1994,2/5/1994,4/27/1994,NONE,MAIL," foxes use final, ironic instructions. so"
290,128923,1436,2,2,3903.84,0.05,0.04,A,F,1/30/1994,2/13/1994,2/21/1994,TAKE BACK RETURN,TRUCK,ackages against the special 
290,1888,4389,3,5,8949.4,0.03,0.05,A,F,1/19/1994,2/24/1994,1/27/1994,NONE,MAIL, breach about the packages. quickl
290,123741,6254,4,23,40589.02,0.05,0.08,R,F,3/14/1994,2/21/1994,4/9/1994,NONE,AIR, special dependencies hagg
291,122565,102,1,21,33338.76,0.05,0.07,A,F,5/26/1994,5/10/1994,6/23/1994,COLLECT COD,TRUCK,slyly ironic frays sleep carefully abo
291,137316,7317,2,19,25712.89,0.08,0.02,R,F,6/14/1994,4/25/1994,6/19/1994,NONE,REG AIR,ide of the blithely regular warhorses.
291,60874,5887,3,30,55046.1,0.1,0.02,R,F,3/22/1994,4/30/1994,3/24/1994,DELIVER IN PERSON,FOB,the slyly even dolphins. furiously
292,153561,3562,1,8,12916.48,0.1,0.03,R,F,2/18/1992,3/30/1992,3/18/1992,DELIVER IN PERSON,RAIL, furiously unusual deposits breach. sl
292,99249,9250,2,24,29957.76,0.08,0.04,R,F,3/24/1992,3/6/1992,4/20/1992,COLLECT COD,TRUCK,posits grow never. silent de
293,8960,6461,1,14,26165.44,0.02,0.05,R,F,10/19/1992,12/23/1992,11/10/1992,DELIVER IN PERSON,SHIP,"uriously special, regu"
293,186406,6407,2,11,16416.4,0.1,0.04,R,F,12/24/1992,12/1/1992,1/12/1993,COLLECT COD,MAIL, final requests cajole slyly! unusual
293,117267,4801,3,13,16695.38,0.04,0.02,A,F,12/17/1992,12/26/1992,12/22/1992,COLLECT COD,RAIL,riously even platelets sleep quickly along
294,59620,7136,1,31,48968.22,0,0.01,R,F,8/6/1993,8/19/1993,8/13/1993,TAKE BACK RETURN,AIR, the fluffily final deposit
295,197507,27,1,29,46530.5,0.02,0.07,A,F,11/9/1994,12/8/1994,12/7/1994,COLLECT COD,MAIL,unts. quickly bold deposits wake furiously 
295,91344,8872,2,26,34718.84,0.04,0.03,R,F,12/13/1994,11/30/1994,1/6/1995,DELIVER IN PERSON,AIR,"y. careful, ironic pinto beans above the bo"
295,15283,7785,3,8,9586.24,0.1,0.07,R,F,1/13/1995,11/17/1994,1/25/1995,NONE,TRUCK,c foxes. carefully un
295,60621,3128,4,26,41122.12,0.1,0.04,A,F,1/12/1995,11/22/1994,1/22/1995,DELIVER IN PERSON,MAIL, accounts. care
320,4415,1916,1,30,39582.3,0.05,0.01,N,O,12/4/1997,1/21/1998,12/13/1997,NONE,RAIL,"cial, regular packages. slyly stealth"
320,192158,4678,2,13,16251.95,0.03,0,N,O,12/16/1997,12/26/1997,12/17/1997,TAKE BACK RETURN,AIR,s. quickly express courts are slyly e
321,318,7819,1,21,25584.51,0.01,0.08,A,F,7/18/1993,4/24/1993,8/13/1993,TAKE BACK RETURN,REG AIR,r excuses are quickly blithel
321,140433,5462,2,41,60410.63,0.08,0.07,R,F,6/21/1993,6/7/1993,7/9/1993,NONE,REG AIR,tructions. carefully express requests ca
322,152499,7530,1,12,18617.88,0.08,0.07,A,F,6/29/1992,5/30/1992,7/11/1992,NONE,AIR, slyly according to the per
322,43662,3663,2,48,77071.68,0.02,0.07,A,F,6/11/1992,6/16/1992,6/26/1992,COLLECT COD,RAIL,nding excuses hag
322,12673,177,3,20,31713.4,0.04,0.01,R,F,4/26/1992,5/4/1992,5/22/1992,DELIVER IN PERSON,MAIL,regular requ
322,183246,5765,4,10,13292.4,0.06,0.03,R,F,4/12/1992,5/13/1992,4/14/1992,DELIVER IN PERSON,AIR,ts. ironic dolphins integrate furiou
322,11605,9109,5,35,53081,0.07,0.06,A,F,7/17/1992,5/3/1992,8/14/1992,TAKE BACK RETURN,RAIL,ully. quickly bold packages are carefull
322,33310,8317,6,3,3729.93,0.08,0.05,A,F,7/3/1992,5/10/1992,7/28/1992,NONE,AIR,egrate across the slyly even requests. 
322,37435,4945,7,5,6862.15,0.01,0.02,A,F,4/15/1992,5/12/1992,4/26/1992,COLLECT COD,REG AIR, slyly bold notornis wake quickly blithely
323,163628,1177,1,50,84581,0.05,0.04,A,F,4/20/1994,4/25/1994,5/12/1994,DELIVER IN PERSON,REG AIR,? fluffily fin
323,95136,7646,2,18,20360.34,0.06,0.07,R,F,4/13/1994,6/2/1994,5/10/1994,DELIVER IN PERSON,TRUCK,ns are quickly multipliers. ironic pa
323,142725,2726,3,9,15909.48,0.07,0.04,A,F,6/26/1994,6/10/1994,7/13/1994,COLLECT COD,TRUCK,ress instructions. instructions acc
324,199475,4514,1,26,40936.22,0.07,0.01,R,F,4/19/1992,5/28/1992,5/12/1992,DELIVER IN PERSON,RAIL,"he bold, regular warthog"
325,158791,6337,1,34,62892.86,0.09,0.04,A,F,10/28/1993,12/13/1993,11/17/1993,TAKE BACK RETURN,MAIL, the furiously silent deposit
325,185139,7658,2,5,6120.65,0.07,0.08,A,F,1/2/1994,1/5/1994,1/4/1994,TAKE BACK RETURN,MAIL,uests boost ru
325,18788,1290,3,35,59737.3,0.07,0.07,A,F,12/6/1993,1/3/1994,12/26/1993,DELIVER IN PERSON,REG AIR,ly regular 
326,179094,4129,1,41,48096.69,0.06,0.03,N,O,8/30/1995,7/9/1995,9/12/1995,DELIVER IN PERSON,TRUCK,uctions haggle slyly fi
326,19480,1982,2,38,53180.24,0.02,0.08,N,O,9/12/1995,8/23/1995,9/14/1995,COLLECT COD,RAIL,lyly. express foxes are enticingly acc
326,183739,8776,3,25,45568.25,0.03,0.04,N,O,8/3/1995,7/27/1995,8/16/1995,NONE,AIR,ly final courts integrate blithe
326,84836,9853,4,5,9104.15,0.03,0.08,N,O,7/29/1995,7/13/1995,8/12/1995,NONE,REG AIR,ress packages cajole against the blithely
326,34543,9550,5,31,45803.74,0.04,0.08,N,O,9/27/1995,7/6/1995,10/22/1995,NONE,TRUCK,ely regular depo
326,156712,4258,6,41,72517.11,0.02,0,N,O,7/5/1995,7/23/1995,7/20/1995,TAKE BACK RETURN,REG AIR,posits cajole furiously unusual foxes
326,42134,4639,7,47,50578.11,0.04,0.04,N,O,9/16/1995,7/4/1995,10/4/1995,NONE,REG AIR,en hockey players. speci
327,143503,1046,1,16,24744,0.03,0.01,N,O,7/5/1995,6/7/1995,7/9/1995,TAKE BACK RETURN,TRUCK, the carefully fina
327,41715,4220,2,9,14910.39,0.09,0.05,A,F,5/24/1995,7/11/1995,6/5/1995,NONE,AIR,o beans wake about
352,63762,3763,1,17,29337.92,0.07,0.05,R,F,6/2/1994,5/31/1994,6/29/1994,NONE,FOB,e the quickly final packages hagg
353,119305,4328,1,41,54296.3,0,0.06,A,F,3/25/1994,3/31/1994,3/30/1994,DELIVER IN PERSON,AIR,leep slyly about the s
353,147542,7543,2,29,46096.66,0.09,0,A,F,1/11/1994,3/19/1994,2/9/1994,COLLECT COD,FOB,oxes are sl
353,134318,1858,3,12,16227.72,0.06,0.01,R,F,1/2/1994,3/26/1994,1/19/1994,DELIVER IN PERSON,RAIL,among the orbits. 
353,77071,2086,4,46,48211.22,0,0.04,A,F,4/14/1994,1/31/1994,5/5/1994,DELIVER IN PERSON,FOB,ns wake slyly abo
353,116803,1826,5,9,16378.2,0.02,0.02,A,F,3/15/1994,3/20/1994,3/18/1994,TAKE BACK RETURN,RAIL,ar tithes nag silent
353,102699,2700,6,39,66365.91,0.02,0.05,A,F,1/15/1994,3/30/1994,2/1/1994,NONE,MAIL,"d packages. even, bold asymptot"
354,49480,1985,1,14,20012.72,0.08,0.04,N,O,4/12/1996,6/3/1996,5/8/1996,NONE,SHIP,"y, regular accounts cajole furiously even "
354,193864,1422,2,24,46988.64,0.01,0.01,N,O,5/8/1996,5/17/1996,6/7/1996,DELIVER IN PERSON,AIR,en requests. regular deposits after the r
354,58125,8126,3,50,54156,0.08,0.05,N,O,3/21/1996,5/20/1996,4/4/1996,COLLECT COD,TRUCK,ng platele
354,106672,4203,4,7,11750.69,0.06,0.01,N,O,5/7/1996,4/18/1996,5/24/1996,NONE,MAIL,odolites nod. slyly regular dolphin
354,30527,528,5,18,26235.36,0.04,0.08,N,O,3/31/1996,5/13/1996,4/27/1996,DELIVER IN PERSON,RAIL,elets. carefully final packag
354,61082,3589,6,36,37550.88,0.03,0.02,N,O,3/19/1996,5/29/1996,3/30/1996,NONE,AIR, the ironic instructions sl
354,4660,9661,7,14,21905.24,0.01,0.07,N,O,7/6/1996,6/8/1996,7/10/1996,TAKE BACK RETURN,MAIL,sly ironic requests. final 
355,113959,8982,1,31,61161.45,0.09,0.07,A,F,7/13/1994,8/18/1994,7/18/1994,DELIVER IN PERSON,FOB,"ns. ironic, final"
355,96030,3558,2,41,42067.23,0.05,0,A,F,8/15/1994,7/19/1994,9/6/1994,DELIVER IN PERSON,TRUCK,ully bold accounts. ca
356,45214,5215,1,4,4636.84,0.1,0.01,A,F,7/28/1994,8/1/1994,8/4/1994,DELIVER IN PERSON,REG AIR, carefully ironic accounts haggle along
356,107463,2484,2,48,70582.08,0.02,0.03,R,F,8/12/1994,7/31/1994,8/26/1994,NONE,FOB,equests cajole quickly regul
356,118002,514,3,35,35700,0.08,0.07,R,F,10/14/1994,7/31/1994,10/23/1994,COLLECT COD,TRUCK,eas cajole blithe
356,55342,353,4,41,53190.94,0.07,0.05,A,F,9/28/1994,9/20/1994,10/7/1994,COLLECT COD,SHIP, theodolites use. accounts cajole sl
356,124271,1808,5,37,47924.99,0.05,0.03,A,F,7/15/1994,8/24/1994,8/9/1994,DELIVER IN PERSON,FOB, are carefully express reques
357,113143,3144,1,26,30059.64,0.06,0.03,N,O,12/28/1996,11/26/1996,1/13/1997,NONE,FOB,. slyly final deposits cajole abo
357,185814,8333,2,36,68393.16,0.07,0.06,N,O,12/28/1996,11/13/1996,1/24/1997,DELIVER IN PERSON,AIR,thely regular deposits cajole. 
357,164807,9840,3,32,59897.6,0.05,0.07,N,O,1/28/1997,12/29/1996,2/14/1997,NONE,MAIL,"ously after the final, sly dolphins."
358,190028,2548,1,41,45838.82,0.06,0.01,A,F,11/18/1993,11/14/1993,11/28/1993,NONE,TRUCK, pending accounts cajole blithely 
