o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
965,68437,P,46240.32,5/15/1995,5-LOW,Clerk#000000218,0,usly against the quickly bold ideas. final pinto beans cajole 
966,13306,O,163834.51,4/30/1998,2-HIGH,Clerk#000000239,0,ironic packages ought to 
967,109789,F,316887.82,6/21/1992,3-MEDIUM,Clerk#000000167,0,osits sleep alongside of the pi
992,53777,O,205597.06,11/11/1997,3-MEDIUM,Clerk#000000875,0,ids sleep permanently above the carefully i
993,79138,O,321155.99,9/10/1995,3-MEDIUM,Clerk#000000894,0,"ccounts around the regular, final foxes detect c"
994,1177,F,59494.18,4/20/1994,5-LOW,Clerk#000000497,0,to the stealthily final asymptote
995,115975,P,184332.36,5/31/1995,3-MEDIUM,Clerk#000000439,0,s. slyly silent packages alongside of the ironic excuses maintain furiou
996,70915,O,64921.33,12/29/1997,1-URGENT,Clerk#000000497,0, after the unusual requests run about the blithely pending ideas
997,108689,O,41657.3,5/19/1997,2-HIGH,Clerk#000000651,0, epitaphs. blithely special dolphins sleep quickly about the unusual
998,31696,F,112590.31,11/26/1994,4-NOT SPECIFIED,Clerk#000000956,0,"eans could lose doggedly. final, express instructions subla"
999,60163,F,222435.59,9/5/1993,5-LOW,Clerk#000000464,0, packages sleep blithely special packa
1024,3478,O,251344.36,12/23/1997,5-LOW,Clerk#000000903,0,quickly express requests cajole against the unusual acco
1025,102676,F,110501.91,5/5/1995,2-HIGH,Clerk#000000376,0, quickly ironic deposit
1026,71086,O,48462.19,6/4/1997,5-LOW,Clerk#000000223,0,lyly about the theodolites. i
1027,127951,F,184860.25,6/3/1992,3-MEDIUM,Clerk#000000241,0,"ies. express, final packages sleep. do"
1028,68435,F,239745.62,1/1/1994,2-HIGH,Clerk#000000131,0,al requests. quickly ironic accounts maintain s
1029,128678,F,53661.89,6/21/1994,2-HIGH,Clerk#000000700,0,"es haggle idly. quickly final accounts alongside of the quick, eve"
1030,133999,F,23060.31,6/15/1994,5-LOW,Clerk#000000422,0,packages x-ray blithely above the regular deposits. furiously final dependenci
1031,3590,F,190992.29,9/1/1994,3-MEDIUM,Clerk#000000448,0,s sleep across the carefully regular deposit
1056,27494,F,74962.4,2/11/1995,1-URGENT,Clerk#000000125,0,"frets. ironic, ironic dolphins until the furiou"
1057,75811,F,147378.84,2/20/1992,1-URGENT,Clerk#000000124,0,ely carefully bold deposits. furiously even theodolites sleep. carefully
1058,52951,F,115175.84,4/26/1993,3-MEDIUM,Clerk#000000373,0,al theodolites. express asymptotes integrate quickly above the blithely re
1059,126715,F,290211.77,2/27/1994,1-URGENT,Clerk#000000104,0,"es wake blithely. regular, pending asymptotes haggle never. fluffily"
1060,139636,F,171268.87,2/21/1993,3-MEDIUM,Clerk#000000989,0,theodolites. final requests nag quickly in place of the thin
1061,102679,O,202433.83,5/15/1998,5-LOW,Clerk#000000576,0,ses play quickly final deposits?
1062,104914,O,42297.06,1/15/1997,1-URGENT,Clerk#000000152,0,"lyly. even, express c"
1063,36887,F,43093.98,4/2/1994,2-HIGH,Clerk#000000024,0," quickly furiously special deposits. bold, re"
1088,146881,F,86154.28,5/21/1992,5-LOW,Clerk#000000347,0,uctions. carefully unusual accounts are furiousl
1089,48008,O,141081.3,5/4/1996,4-NOT SPECIFIED,Clerk#000000226,0,"ecial, regular accounts are furiously carefully spec"
1090,17105,O,48809.49,11/15/1997,2-HIGH,Clerk#000000300,0,inal requests. foxes haggle. furiously final hockey players cajole 
1091,82777,O,44655.97,8/27/1996,1-URGENT,Clerk#000000549,0,slyly special grouches. slyly ironic foxes engage. fu
1092,123143,P,130255.61,3/4/1995,3-MEDIUM,Clerk#000000006,0,ously special foxes. quickl
1093,100664,O,111594.69,7/31/1997,4-NOT SPECIFIED,Clerk#000000159,0,"ain slyly. packages integrate at the enticing, pending ideas. furiously regu"
1094,143735,O,13365.87,12/24/1997,3-MEDIUM,Clerk#000000570,0,"ake. silent, final accounts are according to the regular asymptotes. "
1095,143288,O,261418.78,8/22/1995,3-MEDIUM,Clerk#000000709,0, the deposits. express requests sleep furiously
1120,139016,O,147299.61,11/7/1997,3-MEDIUM,Clerk#000000319,0,. slyly pending escapades nag at the fluffily special warhorses. regul
1121,28006,O,350404.56,1/13/1997,3-MEDIUM,Clerk#000000541,0,"ackages-- final, bold foxes do boost furiously even accoun"
1122,119527,O,276067.44,1/10/1997,1-URGENT,Clerk#000000083,0,eep above the pending requests. regular instructions wake fluffily a
1123,71377,O,151589.33,8/3/1996,3-MEDIUM,Clerk#000000929,0,ing instructions are across the carefully ironic dep
1124,79451,O,220504.35,7/30/1998,5-LOW,Clerk#000000326,0, blithely ironic requests. special accounts above the 
1125,24124,F,121277.33,10/27/1994,2-HIGH,Clerk#000000510,0,ng foxes. special accoun
1126,143203,O,71808.49,1/28/1998,4-NOT SPECIFIED,Clerk#000000928,0,"s cajole furiously special, regular packages. carefully regular ideas may "
1127,57418,O,172427.38,9/19/1995,4-NOT SPECIFIED,Clerk#000000397,0,"r, special deposits. special foxes nod slyly never special foxes"
1152,48952,F,86796.49,8/14/1994,4-NOT SPECIFIED,Clerk#000000496,0, foxes are along the
1153,119551,O,313658.75,4/18/1996,5-LOW,Clerk#000000059,0,al pinto beans sleep blith
1154,35111,F,270074.59,2/15/1992,1-URGENT,Clerk#000000268,0,ages affix furiously blithely regular requests. pending pinto beans thrash 
1155,149660,O,190259.22,10/6/1997,2-HIGH,Clerk#000000164,0,l pinto beans. requests boost slyly. bold theodolites boost. unusual packages
1156,131657,O,297308.42,10/19/1996,1-URGENT,Clerk#000000200,0,integrate across the slyly pending deposit
1157,96710,O,148961,1/14/1998,4-NOT SPECIFIED,Clerk#000000207,0,nto beans integrate along the unusual theodolites. quickl
1158,141295,O,34242.19,6/30/1996,2-HIGH,Clerk#000000549,0,ses. quickly ironic requests are. quickl
1159,68326,F,64326.4,9/18/1992,3-MEDIUM,Clerk#000000992,0,tructions. always express dolphins wake
1184,88495,O,69512.57,10/26/1997,5-LOW,Clerk#000000777,0, detect according to the blithely unusual
1185,73447,F,79682.95,8/24/1992,5-LOW,Clerk#000000344,0,slyly ironic theodolites. do
1186,58823,O,135515.15,8/15/1996,4-NOT SPECIFIED,Clerk#000000798,0,kages boost. packages sleep carefull
1187,133642,F,125456.57,11/20/1992,3-MEDIUM,Clerk#000000047,0,ding requests. slyly regular platelets affix slyly. blithe
1188,19709,O,86078.34,4/11/1996,2-HIGH,Clerk#000000256,0,hely regular requests use 
1189,44359,F,122883.08,4/9/1994,1-URGENT,Clerk#000000243,0,ays. quickly final ideas are fluffily along the express requests
1190,11932,O,55891.86,3/16/1997,5-LOW,Clerk#000000575,0,"tect. even, ironic pinto beans lose. carefully ironic "
1191,110275,O,37286.2,11/7/1995,3-MEDIUM,Clerk#000000011,0,quests. carefully silent pinto beans are. ir
1216,121996,F,92011.72,12/7/1992,5-LOW,Clerk#000000918,0,accounts promise above
1217,6329,F,47260.47,4/26/1992,4-NOT SPECIFIED,Clerk#000000538,0,lithely along the blithely final foxes. regular requests
1218,8240,F,154082.8,6/20/1994,4-NOT SPECIFIED,Clerk#000000994,0, blithely even accounts use along the express pin
1219,27010,O,17690.25,10/5/1995,3-MEDIUM,Clerk#000000800,0,heodolites are blithely furiously special dependencies. qui
1220,48490,O,202449.3,8/29/1996,1-URGENT,Clerk#000000712,0,ns according to the blithely express requests boost fur
1221,13318,F,164228.07,4/19/1992,4-NOT SPECIFIED,Clerk#000000852,0,platelets sleep furiously alongside of the quickly even orb
1222,9703,F,72907.53,2/5/1993,3-MEDIUM,Clerk#000000811,0,he unusual accounts. slyly special requests cajole furiously e
1223,9001,O,38985.09,5/25/1996,4-NOT SPECIFIED,Clerk#000000238,0,refully pending foxes!
1248,47026,F,262081.09,1/2/1992,1-URGENT,Clerk#000000890,0," regular platelets along the even,"
1249,149620,F,53358.24,1/5/1994,1-URGENT,Clerk#000000095,0,gular theodolites. slyly express acc
1250,35818,F,13394.58,9/29/1992,4-NOT SPECIFIED,Clerk#000000652,0,nding sauternes. carefully final sentiments cajole-- slyly ruthl
1251,37735,O,185379.58,10/30/1997,1-URGENT,Clerk#000000276,0,ruthlessly. quickly ironic excuses haggle a
1252,149900,O,148226.45,8/4/1997,5-LOW,Clerk#000000348,0, packages use blithely across the furiously express excuses. carefull
1253,114421,F,158706.12,1/26/1993,1-URGENT,Clerk#000000775,0,lithely along the slyly ironic foxes. fluffily silent
1254,69800,O,133418.92,12/22/1995,1-URGENT,Clerk#000000607,0,ular ideas nag quickly boldly even depo
1255,121670,F,104278.55,5/30/1994,4-NOT SPECIFIED,Clerk#000000798,0,ckly ironic accounts. express id
1280,95518,F,147112.51,1/11/1993,5-LOW,Clerk#000000160,0,uthlessly across the slyly even requests. theodolites abov
1281,61099,F,247632.44,12/11/1994,1-URGENT,Clerk#000000430,0,inal pinto beans cajole after the silen
1282,115915,F,85655.22,2/29/1992,4-NOT SPECIFIED,Clerk#000000168,0,le slyly regular accounts. slyly regular deposi
1283,116326,O,315573.61,8/30/1996,4-NOT SPECIFIED,Clerk#000000260,0,s boost carefully carefully
1284,133972,O,153911.68,1/7/1996,2-HIGH,Clerk#000000492,0,eposits integrate fluffily ab
1285,10342,F,194729.03,6/1/1992,1-URGENT,Clerk#000000423,0,p fluffily special asymptotes. carefully bold pla
1286,108556,F,293396.88,5/14/1993,4-NOT SPECIFIED,Clerk#000000939,0, accounts cajole carefully ironic braids. blithely pen
1287,17269,F,189405.61,7/5/1994,2-HIGH,Clerk#000000288,0,ole blithely behind the quietly regular accounts. blithely unusual 
1312,110999,F,109616.14,5/19/1994,3-MEDIUM,Clerk#000000538,0,"posits. ironic, bold accounts haggle "
1313,147671,F,64234.24,9/13/1994,1-URGENT,Clerk#000000774,0,"ily permanent packages. even, thin asymptotes print idly final, bold account"
1314,142327,F,82075.8,5/13/1994,3-MEDIUM,Clerk#000000485,0,"slyly final ideas. final packages haggle. regular, ironic deposits thrash a"
1315,21430,O,185692.25,3/22/1998,5-LOW,Clerk#000000840,0,xes. excuses sleep above the carefully re
1316,15902,F,227746.24,12/3/1993,1-URGENT,Clerk#000000857,0,. regular packages eat blithely alongsid
1317,99083,P,194175.54,5/19/1995,2-HIGH,Clerk#000000373,0,equests. regular pinto beans use. packag
1318,127780,O,130357.62,6/27/1998,3-MEDIUM,Clerk#000000581,0,egular dugouts cajole. pinto bean
1319,31150,O,58398.49,9/27/1996,2-HIGH,Clerk#000000257,0, careful accounts. slyly silent ideas thrash c
1344,16990,F,67233.49,4/16/1992,5-LOW,Clerk#000000178,0,"theodolites. carefully regular deposits cajole along the silent,"
1345,94207,F,145703.02,10/28/1992,5-LOW,Clerk#000000447,0,slyly regular accounts kindle care
1346,74749,F,212488.52,6/18/1992,2-HIGH,Clerk#000000374,0,ully. slyly special theodolit
1347,40270,O,226083.68,6/20/1997,5-LOW,Clerk#000000977,0,pinto beans are slowly furiously silent excuses. 
1348,17345,O,143342.43,4/18/1998,5-LOW,Clerk#000000206,0,ithely regular ideas. th
1349,63691,O,77455.85,10/26/1997,1-URGENT,Clerk#000000543,0,after the furiously silent foxes. deposits sleep quiet
1350,50701,F,82352.77,8/24/1993,1-URGENT,Clerk#000000635,0, requests. final foxes after the pe
1351,105941,O,30164.33,4/20/1998,1-URGENT,Clerk#000000012,0,"osits cajole regular, final "
1376,46036,O,35815.36,5/4/1997,4-NOT SPECIFIED,Clerk#000000730,0,sits boost thinly pending platelets. regul
1377,19717,O,141575.94,4/24/1998,4-NOT SPECIFIED,Clerk#000000625,0,ideas cajole carefully fluffily even packages. carefully ironic courts use ac
1378,19532,O,159202.17,3/9/1996,4-NOT SPECIFIED,Clerk#000000705,0,uickly pending instructions. carefully express depe
1379,64160,O,109341.27,5/25/1998,5-LOW,Clerk#000000861,0,express packages! sl
1380,136237,O,164979.12,7/7/1996,3-MEDIUM,Clerk#000000969,0,pending dolphins around the bold warhorses impress fluffily regu
1381,126340,O,63023.63,5/25/1998,3-MEDIUM,Clerk#000000107,0,luffily quick ideas wake. fluffily special pinto beans haggle among 
1382,132247,F,284973.82,8/17/1993,5-LOW,Clerk#000000241,0,courts. pending platele
1383,119570,F,49378.61,4/27/1993,2-HIGH,Clerk#000000785,0, cajole slyly instructions. final 
1408,53897,O,284152.85,12/26/1997,4-NOT SPECIFIED,Clerk#000000942,0,he carefully special packages. packages
1409,142885,F,106709.32,12/31/1992,4-NOT SPECIFIED,Clerk#000000065,0,"ymptotes eat final requests. unusual, bold requests sleep across the quic"
1410,112102,O,155102.95,4/12/1997,5-LOW,Clerk#000000123,0,s sleep slyly. furiously regular courts according to the special foxes caj
1411,94411,F,238723.96,12/21/1994,2-HIGH,Clerk#000000566,0, furiously regular theodolites haggle after the slyly bold requests. 
1412,52877,F,95898,3/13/1993,4-NOT SPECIFIED,Clerk#000000083,0,horses across the final
1413,90539,O,109266.41,6/14/1997,3-MEDIUM,Clerk#000000342,0,s affix carefully above the even excuses. ironic acco
1414,76268,O,48480.38,8/16/1995,1-URGENT,Clerk#000000883,0,carefully pending foxes wake car
1415,78697,F,30155.9,5/29/1994,4-NOT SPECIFIED,Clerk#000000601,0, blithely bold accounts. boldly special
1440,97780,O,85519.29,8/10/1995,5-LOW,Clerk#000000956,0,somas grow. quickly express 
1441,121822,O,258458.04,3/6/1997,4-NOT SPECIFIED,Clerk#000000156,0,"e ironic deposits. pending, final depo"
1442,110555,F,7714.98,7/5/1994,4-NOT SPECIFIED,Clerk#000000935,0,ding theodolites haggle about the even th
1443,43822,O,77129.49,12/16/1996,5-LOW,Clerk#000000185,0, across the carefully regular ideas sleep carefully silent instructions? furio
1444,133246,F,313834.99,12/6/1994,3-MEDIUM,Clerk#000000783,0,pths integrate along the furiously ironic r
1445,113581,F,229740.46,1/10/1995,3-MEDIUM,Clerk#000000211,0,ic instructions sleep slyly 
1446,40025,O,52330.27,2/16/1998,5-LOW,Clerk#000000274,0,"telets. regular, final excuses boost carefully. furiously dari"
1447,89999,F,154678.72,10/15/1992,2-HIGH,Clerk#000000880,0,"latelets sleep furiously between the express, ironic r"
1472,149854,O,78018.69,10/6/1996,5-LOW,Clerk#000000303,0,riously requests. quickly even requests boost slyly. furiou
1473,92225,O,118262.03,3/17/1997,3-MEDIUM,Clerk#000000960,0,nt requests haggle sly
1474,68972,F,76044.52,1/9/1995,1-URGENT,Clerk#000000438,0,ully furiously final requests. always ev
1475,4730,O,322140.89,11/12/1997,2-HIGH,Clerk#000000972,0,"detect carefully even dependencies. final, even a"
1476,144535,O,29828.57,6/27/1996,2-HIGH,Clerk#000000673,0,ickly regular deposits serve. blithely express accounts above the re
1477,75490,O,372279.48,8/24/1997,5-LOW,Clerk#000000612,0,nts. blithely silent foxes boost slyl
1478,49784,O,35252.04,8/3/1997,2-HIGH,Clerk#000000827,0, Tiresias. carefully spec
1479,14575,O,55998.69,12/16/1995,4-NOT SPECIFIED,Clerk#000000697,0,ic platelets alongside of the carefully even 
1504,1762,F,121508.9,8/28/1992,3-MEDIUM,Clerk#000000381,0,press packages affix perm
1505,35128,F,94940.81,8/21/1992,2-HIGH,Clerk#000000544,0,tructions are above the pending packages. final deposits boost slyl
1506,146018,F,301881.77,9/21/1992,3-MEDIUM,Clerk#000000620,0,"unts. carefully final asymptotes was slyly. special, express foxes boost caref"
1507,120466,F,161377.33,10/14/1993,3-MEDIUM,Clerk#000000305,0,ely special account
1508,101203,O,240098.61,4/10/1998,5-LOW,Clerk#000000117,0,r deposits: blithely express deposits haggle alongside of the spe
1509,62380,F,265947.58,7/8/1993,5-LOW,Clerk#000000770,0,nts use. fluffily final 
1510,52198,O,236397.82,9/17/1996,5-LOW,Clerk#000000128,0,even ideas lose at the slyly ironic asymptotes. slyly bol
1511,78421,O,86846.78,12/22/1996,4-NOT SPECIFIED,Clerk#000000386,0, ironic requests ca
1536,93112,O,8588.61,1/26/1997,3-MEDIUM,Clerk#000000117,0,ly final theodolites. slyly regular theodolit
1537,107512,F,156883.79,2/15/1992,4-NOT SPECIFIED,Clerk#000000862,0,ide of the ironic requests. regular instruction
1538,28924,O,280484.51,6/18/1995,4-NOT SPECIFIED,Clerk#000000258,0,blithely carefully express r
1539,111724,F,68424.63,3/10/1995,5-LOW,Clerk#000000840,0,uriously unusual acc
1540,14125,F,206638.05,8/5/1992,2-HIGH,Clerk#000000927,0,usly regular deposits
1541,93925,P,68374.59,5/18/1995,1-URGENT,Clerk#000000906,0,"nusual accounts among the even, special asymptotes s"
1542,142649,F,234541.48,9/15/1993,3-MEDIUM,Clerk#000000435,0,sly. carefully ironic pinto beans wake 
1543,50275,O,211397.93,2/20/1997,1-URGENT,Clerk#000000398,0, the forges boost af
1568,16678,O,130479,1/30/1997,4-NOT SPECIFIED,Clerk#000000554,0,es. blithely ironic de
1569,103582,O,141162.96,4/2/1998,5-LOW,Clerk#000000786,0,slyly blithely final packages. carefully final platelets according to the expr
1570,122278,O,52434.21,3/16/1998,1-URGENT,Clerk#000000745,0,against the ironic requests
1571,102628,F,202138.38,12/5/1992,2-HIGH,Clerk#000000565,0,ic dolphins. foxes use bravely above the requests. blithely special ac
1572,10399,O,77690.58,2/24/1996,2-HIGH,Clerk#000000994,0," carefully final requests. regular, ironic instructions integrate! ideas abou"
1573,147974,F,119124.49,12/28/1992,2-HIGH,Clerk#000000940,0,into beans affix. dependencies after the 
1574,133400,O,272761.32,12/12/1996,3-MEDIUM,Clerk#000000809,0,ress ideas boost around the regular deposi
1575,144616,O,298953.62,9/13/1995,3-MEDIUM,Clerk#000000497,0,theodolites. slyly expr
1600,92563,F,162165.04,3/3/1993,3-MEDIUM,Clerk#000000627,0,ages boost furiously blithely silent theodolites. slyly ironic pat
1601,52390,F,106227.03,8/27/1994,5-LOW,Clerk#000000469,0,"requests. regular, "
1602,911,F,7367.82,8/5/1993,5-LOW,Clerk#000000660,0,lly. carefully ironic accounts believe slyly above the fur
1603,1150,F,35608.23,7/31/1993,4-NOT SPECIFIED,Clerk#000000869,0,deposits nag against the sly
1604,112154,F,140038.4,7/17/1993,5-LOW,Clerk#000000512,0, slyly even pinto beans haggle above the carefully ironic d
1605,57578,O,216049.81,4/24/1998,4-NOT SPECIFIED,Clerk#000000616,0,s. slyly final deposits wake after the ironi
1606,52916,O,157377.77,4/17/1997,4-NOT SPECIFIED,Clerk#000000550,0,sublate special requests. slyly pending accounts sleep. special
1607,149282,O,294026.58,12/16/1995,2-HIGH,Clerk#000000498,0,"ts above the even, stealthy accounts use s"
1632,65858,O,233585.38,1/8/1997,3-MEDIUM,Clerk#000000351,0,"oxes against the enticing, unusual"
1633,14204,O,86203.83,10/14/1995,2-HIGH,Clerk#000000666,0,"e quiet, unusual req"
1634,68857,O,217318.9,9/10/1996,1-URGENT,Clerk#000000360,0,as detect blithely above the blithely special courts. furiously express
1635,3727,O,88281.27,2/13/1997,3-MEDIUM,Clerk#000000958,0,the furiously unusual theodolites. qu
